frame_idx,timestamp_sec,smooth_x,jitter_x,smooth_y,jitter_y,smooth_z,jitter_z,jitter_magnitude
40,1.3333333333333333,8.518999563720767,0.21682236660874923,0.44584959031808863,0.07520044376310757,1.861583410200586,-0.6559688974299418,0.6949548473098383
41,1.3666666666666667,8.554752882861171,0.06437343676804275,0.43912462215683523,-0.025933914002204187,1.65025267542756,-0.5931951978712582,0.5972411992104397
42,1.4,8.633793586620234,0.07152360492529784,0.4219583110428087,-0.030373264132258587,1.4694876907849437,0.0564157668395155,0.09602551735683912
43,1.4333333333333331,8.752093381760883,0.22553774713687755,0.3975682244382472,-0.1634221964449467,1.327008096435829,0.4044509512400929,0.4910750061176855
44,1.4666666666666666,8.905573105656675,0.32658650069491835,0.3674041316363881,-0.11935301249444114,1.2292375967383418,0.3431322093424273,0.4885116141054023
45,1.5,9.089795219750528,0.004340799209957232,0.330974441756876,-0.20072870909224333,1.1820714113844906,0.5628220997937599,0.5975613551827768
46,1.5333333333333334,9.2991543784737,-0.12731067501683802,0.28618316520691073,-0.06979384392229727,1.191119780057742,0.2538399537236236,0.2924276162216974
47,1.5666666666666669,9.525821225762476,-0.15188901743815586,0.2301391977905839,0.053311603755839466,1.2611348524230603,-0.10927527041361969,0.19455972203238203
48,1.6,9.758833316690453,-0.39058813673830095,0.16027035951120444,0.21003282406091786,1.3946627528749964,-0.32950899212822204,0.5524934892259445
49,1.6333333333333333,9.983771458435436,-0.38229731753270757,0.07546619009414698,0.29222546309561936,1.590287312036126,-0.38767296614250507,0.6179298414479438
50,1.6666666666666667,10.183374578245582,-0.2953806744381318,-0.023065902048814896,0.1447266238220662,1.8410137232010817,-0.11636037580866868,0.3489058261663082
51,1.7,10.339237793288778,-0.28085608667542955,-0.1314870916116832,0.08086658725313305,2.133321065917172,0.12817214000186763,0.3191357764796409
52,1.7333333333333334,10.434442523661346,-0.022363065925519014,-0.24366582763662575,0.042883892074818075,2.447240689244794,-0.09299743376328348,0.10482202823657846
53,1.7666666666666666,10.456644112277893,0.8756824595789314,-0.3520975661624513,-0.2632120725265281,2.7576075811862775,-0.6398790344277555,1.1160401174859773
54,1.8,10.400880092556909,0.7564307852417238,-0.4491828943467888,-0.008852890648018008,3.0364617311510336,-0.5811673654150378,0.9539504248951791
55,1.8333333333333333,10.271277519309194,0.5301647680580641,-0.5285636501662218,0.016738092823414364,3.256414588810249,0.06194719524242701,0.5340339877197232
56,1.8666666666666667,10.08102817884882,0.2487573438831531,-0.5862206761756121,-0.24496576247138108,3.394557968388616,0.5714345110395588,0.669646056753869
57,1.9,9.850452288422973,-0.2021824699924687,-0.6210980179678487,-0.3852044756199015,3.4361889558307084,1.0597509622432075,1.1455707490963896
58,1.9333333333333331,9.603527294409083,-0.41936771936364853,-0.6351117217768661,-0.03161907389946057,3.3774197145827536,1.1446613407854507,1.219474737322292
59,1.9666666666666663,9.363708094345553,-0.5154475998071841,-0.632530028503248,0.15309861566488678,3.2258435221566653,0.49516117813871463,0.730965119962103
60,2.0,9.150062148255614,-0.7644121607338157,-0.6188765993030144,0.19254363339779182,2.9989144528016904,-0.6846298247997922,1.0440866818637033
61,2.033333333333333,8.974647054053492,-0.5303297108605222,-0.5996587288980602,0.4148902367139345,2.720422369204205,-1.3002457436159591,1.4642481021102154
62,2.066666666666667,8.84171069918518,-0.16337349061290934,-0.57927727786168,0.08910997759111301,2.4160819832109888,-0.6436523206174762,0.6700147725069929
63,2.1,8.748788659997986,0.3664047788369326,-0.5603949553630563,-0.10615186044329042,2.1094759592276997,-0.08302704556961057,0.39040257392354816
64,2.1333333333333333,8.689248755012311,0.8850497831341128,-0.5438617562819572,-0.04146367945503058,1.8192991997541146,0.31632884300355923,0.9407955634757532
65,2.1666666666666665,8.65545971713199,0.2246360842759165,-0.5291085981163889,-0.09828600030366327,1.5582633373384374,-0.031673507641848675,0.2472341386233839
66,2.2,8.641677818608688,0.032781173002244736,-0.514803349390225,-0.11974874060582709,1.3334863023354473,-0.21619209428084668,0.24930581182480135
67,2.2333333333333334,8.645959090571672,0.1787490586174504,-0.4995432625742137,0.00486897239440176,1.1479080511538136,0.03999823624620441,0.1832342537617062
68,2.2666666666666666,8.670770990002987,0.0710297881107166,-0.48240674187007654,-0.08171284998383908,1.0021960225821447,0.518692222763879,0.5298715340601609
69,2.3,8.72231528251752,-0.01994521813137174,-0.4632634344657633,0.016098116498110365,0.8966052982022493,0.45225363917394856,0.4529793761609625
70,2.3333333333333335,8.808800219088802,0.050658283789247645,-0.44281526141448757,0.023716095271647104,0.8323048211967884,0.10713424388732272,0.12085719302016797
71,2.3666666666666667,8.938032720434068,-0.07723982955318294,-0.422397490372017,-0.06601971833736475,0.8118265931322887,0.1142861392809645,0.15292454384596915
72,2.4,9.114777277671072,-0.027124472614654577,-0.40360480113755026,-0.012986367030519941,0.838551683963533,-0.13944501198103917,0.1426509520110773
73,2.433333333333333,9.338363139666823,-0.16378257771342897,-0.3878277914526502,0.07424836335430679,0.9154302558741363,-0.14069271765421237,0.22832431544663936
74,2.466666666666667,9.601016998083646,-0.5317801339588069,-0.37579863311093575,0.09088895497480212,1.0433360261357405,-0.04974296344187166,0.54177972961494
75,2.5,9.887343496365768,-0.43156001220249623,-0.36725009740192127,0.09039310997929223,1.2195316986207714,-0.44119668735977857,0.6237543389838577
76,2.533333333333333,10.175240115888538,-0.17656514263166223,-0.360777247523175,0.05014584814456875,1.4366821392961133,-0.5151047860948521,0.5468297690657493
77,2.566666666666667,10.438290093315645,-0.25779100045642095,-0.3539463725134414,-0.11602593675124107,1.6827173383809193,0.07267394950951259,0.2918899122145824
78,2.6,10.649349578732608,0.3113044847702384,-0.34363268882161246,-0.05859315545476012,1.9416286769139124,0.3472281356017404,0.47001172140455166
79,2.6333333333333333,10.784716819850935,0.6638235307500256,-0.32651584850506443,0.1796718288539339,2.1950230515677136,0.4928675103213626,0.8460863010305308
80,2.6666666666666665,10.828050801969914,0.27876408291928834,-0.29964177411880766,-0.07294143877491972,2.4240698941696546,0.20362510708625306,0.35283572899052507
81,2.7,10.773183420454671,0.579749270492289,-0.2609632890802276,-0.1324217680352298,2.611465870819837,-0.6835762611494228,0.9060470440837723
82,2.7333333333333334,10.625173459923579,0.9619679387330374,-0.20977784618814818,0.020901589834903467,2.7431981655258038,-0.7387209892138296,1.2130654934969398
83,2.7666666666666666,10.399342453435834,-0.3479113803708507,-0.1469851260234011,0.014163810118252905,2.810046568790523,0.46373969118449876,0.5799115823024326
84,2.8,10.118527624985303,-0.953876995750664,-0.07510558411186812,-0.11359400021924906,2.808752750079207,0.7697820068521158,1.2309952306899463
85,2.8333333333333335,9.809258378023271,-0.4102336014199308,0.001964566881630669,-0.007735668529523022,2.742612943115773,0.7068799034336065,0.817331417590117
86,2.8666666666666667,9.497826327489639,-0.5101123658123281,0.07944823276187486,-0.10744287483387822,2.6211401765052718,0.39825902336311053,0.6560250351910035
87,2.9,9.207132947611019,-0.28018139770982137,0.15237898929874238,-0.0867115530600284,2.458607659697978,-0.4474717131522715,0.5350247126331081
88,2.933333333333333,8.954809313359982,0.39960274203286783,0.21638765814933572,0.2081810427530667,2.271701252276011,-1.146959331773365,1.2322894979443528
89,2.966666666666667,8.752617945418121,0.5441818583771805,0.2684284074571009,0.32715740664172693,2.0769204309318074,-0.8232752555676519,1.039686496083009
90,3.0,8.606783458745566,0.1663084988157944,0.3072585311695481,0.1270136413513624,1.8884853060631013,0.12337466693401535,0.2429244539126821
91,3.033333333333333,8.51877909395663,-0.008960025902201437,0.3335213496808982,-0.1679058430607704,1.717223357330769,0.7692944877957272,0.787455816634182
92,3.066666666666667,8.486216116547325,-0.04515272977744071,0.3493944589733952,0.0008107046648546226,1.5703949961154982,0.7708362460287405,0.7721579789396008
93,3.1,8.503717461426108,-0.582336130506413,0.35790565051259204,-0.05965471790092457,1.4520187744160296,0.2909616107583252,0.6537069015974208
94,3.1333333333333333,8.563839023495579,-0.44405655434689734,0.3621114226494599,-0.15913458382548226,1.3632311426638293,-0.44890528908626287,0.6511727864379543
95,3.1666666666666665,8.658123666872068,0.7467479956238194,0.3643462471182168,-0.022086983031438547,1.3025273786368363,-0.9966347805899387,1.2455526041356817
96,3.2,8.778235851649661,0.4005984487962336,0.3657051371773456,-0.010295945463189248,1.2660965644416118,-0.6127399003897112,0.7321443226581237
97,3.2333333333333334,8.916947602058766,-0.10130619812879317,0.36585045172412484,-0.0853123818279857,1.2485786645133379,0.3498643195881022,0.3740938256551691
98,3.2666666666666666,9.068694061584601,0.043840309232390656,0.36315939641466705,0.008539361741238465,1.2443364334071567,0.9613320775166286,0.9623690854734355
99,3.3,9.229544749150929,0.009140600778587561,0.35516526736715487,-0.03250255112516705,1.2489344886160645,0.5552026204369274,0.5562282949943022
100,3.3333333333333335,9.396637969034238,-0.030238223945389855,0.3391968524988404,0.01753348108608877,1.260279140683802,-0.07247214905898816,0.08046108087514099
101,3.3666666666666667,9.567270144683015,0.05062389386426672,0.31308439436709135,0.14890708032648545,1.2789863316301977,-0.4671531580128798,0.49291801574171096
102,3.4,9.737889956629354,-0.2645557444552228,0.27578031640952666,0.09328640713931706,1.3079055271657538,-0.11154468021258845,0.3018845994166449
103,3.433333333333333,9.90325457360642,-0.035924786254685245,0.22774987543106703,0.0626143276198808,1.3510551318221253,0.08999390166083403,0.11536917537572354
104,3.466666666666667,10.055981816402781,0.02442418680411794,0.17103058525436757,0.07715986401607183,1.412335240681194,-0.09741543228160286,0.12664893194430302
105,3.5,10.18667537857874,-0.33533054923911443,0.10893473908205932,0.04109687715434826,1.4943099795980634,0.02516819087423906,0.33877569038632016
106,3.533333333333333,10.284713705387196,-0.3344342599997719,0.04545689197460372,-0.09812996230159707,1.5972351706327033,0.11696362370342923,0.36763603337097583
107,3.566666666666667,10.339680857003355,-0.09798447136010112,-0.015474950524222798,-0.12083974718705263,1.7184360438099944,-0.18099564131633747,0.2386684380127828
108,3.6,10.343267136138937,0.1340522579634645,-0.07071961026008838,-0.2578231573872697,1.852115970533698,-0.22999541571048907,0.3705950345027369
109,3.6333333333333337,10.291280765662194,0.8177179262915321,-0.11843458435442564,-0.08903924119366917,1.9896650239547737,-0.03921160709755046,0.8234853633077156
110,3.6666666666666665,10.185258810278187,0.5013693779989908,-0.1582675516456208,0.1956229997997344,2.1204975025572157,-0.11967206874779926,0.5513265958432623
111,3.7,10.033163152738823,-0.1811210985760142,-0.1912293100946397,0.20802219709662637,2.233359834240947,-0.023460920372840723,0.27681853554094005
112,3.7333333333333334,9.848856289340082,-0.1252734009654377,-0.21935377268894996,0.07998927257511895,2.3179317033885765,0.1253172441948545,0.19441224346510894
113,3.7666666666666666,9.650389739515843,0.10812885822123347,-0.2452820734160784,-0.15715953033384897,2.3664355842443627,0.24687464161422637,0.31199047521861356
114,3.8,9.457433197552513,0.1180745133578279,-0.27185435108762435,-0.21245619395763712,2.3749123664237333,0.37927806306863787,0.45047871667899103
115,3.8333333333333335,9.28832270253962,-0.21041025356426563,-0.30171276468807984,-0.009024489217833675,2.343844609502404,0.236754698380309,0.31687016807483226
116,3.8666666666666663,9.157244310905888,-0.32172952982837055,-0.3368900865065761,0.08181069226366733,2.2779336427465444,0.04418244865616458,0.3348954590637196
117,3.9,9.07206179873266,-0.36503553663175575,-0.37840226357957757,0.1498450122292633,2.1850477412590843,-0.1916169165393229,0.4386587664666692
118,3.933333333333333,9.033237204916803,-0.46424565786699906,-0.42593211355939486,0.0823747779789555,2.074593068129352,-0.2308033278262339,0.5249569611226323
119,3.966666666666667,9.034133065315912,-0.12415939578917187,-0.47771860754450607,0.09027237684404367,1.955727965327746,-0.3948827978195032,0.4236709591151651
120,4.0,9.062715743482059,0.08853956341156373,-0.5307265371979986,-0.011576823057829892,1.8358766700242448,-0.17132725496869564,0.19320016929684886
121,4.033333333333333,9.10435747409494,0.02239063962827954,-0.5810882552968442,-0.08297801455300181,1.719888430177734,-0.03167811314673815,0.09159800486178292
122,4.066666666666666,9.145154491943865,0.631356310100557,-0.6247250683268601,-0.0687193751064042,1.6099778523613868,0.09218876218595187,0.6417413113491942
123,4.1,9.175026357416646,0.5866003720218088,-0.6580049185661245,-0.051287043430001115,1.5063535289306218,0.12926908620068825,0.6028605592731011
124,4.133333333333334,9.189889711555542,0.1625545036589268,-0.6782896699779309,-0.07490553004195052,1.4082750000571747,0.0542953838041529,0.18703687816338752
125,4.166666666666667,9.192417294691298,0.16612604966507943,-0.6842630505636546,-0.06563352158917352,1.3152137904543448,0.13832102846213717,0.2259166449121098
126,4.2,9.19124796644388,-0.09535230616219331,-0.6759902597761177,0.08481205907295612,1.227822339712781,0.2448698780793518,0.2761275155525792
127,4.233333333333333,9.198889609231374,-0.4916430894272221,-0.6547235621765706,-0.0536609791520944,1.1485006485176503,0.07413909406191074,0.5000890254079027
128,4.266666666666667,9.228827994659369,-0.00316337031501722,-0.6225201521996813,0.02002659698926726,1.081468460741243,-0.17870105504476586,0.1798475425821351
129,4.3,9.292452307668777,0.05960430873244424,-0.5817695756631309,0.0787282589633149,1.0323810441627554,-0.19426520093055713,0.21792150116832676
130,4.333333333333333,9.396347762729853,-0.10971981403926326,-0.5347369158672107,0.07255523955453826,1.0076306377495325,-0.11823891348096045,0.176870407476166
131,4.366666666666666,9.540370166372373,-0.18976601920135372,-0.48321823260539737,0.010758284342199853,1.013504037577814,0.03633060657256216,0.19351174563691598
132,4.4,9.716791135171757,-0.24526753582693128,-0.42837693764664364,0.05289485722928716,1.055307432881918,0.2853755862808639,0.3799911252872473
133,4.433333333333334,9.910701574358791,-0.4661040529817525,-0.37078603864450377,0.016085972448889294,1.1364750070956586,0.45725439152056874,0.6531411220253157
134,4.466666666666667,10.101735191101513,-0.27999809769488365,-0.3106516002214812,-0.022997276282642257,1.2576359347643498,0.06469557372278403,0.28829382006642806
135,4.5,10.266974822300828,0.03995890268456079,-0.24814961811046993,-0.07672305741539732,1.4156871462204934,-0.49167803822823586,0.49922984157488737
136,4.533333333333333,10.384636148255852,0.39722111246519126,-0.18378038281460732,-0.03984178168339217,1.6030840507740096,-0.5134357323979318,0.6503754539178057
137,4.566666666666666,10.437856354851139,0.7402170610386023,-0.11863798199435421,0.011418359463735874,1.807699113332625,-0.39486704251316296,0.8390301887587603
138,4.6,10.417768179550214,0.6218492892762171,-0.05451071599528704,-0.2562985644357294,2.013570457521945,-0.03498866809072355,0.6735055304894793
139,4.633333333333334,10.325120133723171,0.3329540726707755,0.006232373285567888,-0.042414608990719874,2.2026335310094214,0.20299134233207633,0.392253615184959
140,4.666666666666667,10.170033136856594,-0.11990235641259082,0.06095569845715896,0.23461286919083152,2.357203757059532,0.14786543513502404,0.30213235571668945
141,4.7,9.969964351921682,-0.3330739047992445,0.10718794763353048,0.21614835081859832,2.462716516696752,0.07844885623357896,0.4047376417683099
142,4.733333333333333,9.746404560266003,-0.23024529427228307,0.14303111414096906,0.10811411281235553,2.5101275757708748,0.209034803992045,0.3292371579936348
143,4.766666666666667,9.521107748473916,-0.5433039598047018,0.1674183959670579,-0.2176852312026113,2.4974242533541093,0.873252171362396,1.0512542068464423
144,4.8,9.312679433111132,-0.47065219811199566,0.18017330513570082,-0.16156448279668284,2.429848788462602,0.5968074264485037,0.7770429061210835
145,4.833333333333333,9.1341690619316,0.053903430339158655,0.18191801644927452,0.08550600026928688,2.3186860051212435,-0.2161435179528194,0.23861030203534922
146,4.866666666666666,8.99200165502719,-0.043608742059238835,0.17391507764892303,0.09040375405067129,2.1788317856829402,-0.7102247357204062,0.71728218739877
147,4.9,8.886238935442913,0.017282299425948174,0.1578921716870884,0.08844902410193523,2.025755829518878,-0.9128690323407698,0.9173068068780512
148,4.933333333333334,8.811876528483419,0.43494578197581807,0.13585162054856623,-0.03306350659703261,1.8726977305953094,-0.3688281125874297,0.5712313063565876
149,4.966666666666667,8.760725326978001,0.23574532923119365,0.10985956571049206,-0.18251255447597547,1.728817491292258,0.4681595688670469,0.5550315979450621
150,5.0,8.723403398587001,0.0887854649535251,0.08184076973445559,-0.08197807939812005,1.5986005875446905,0.548517172451067,0.5616710360723006
151,5.033333333333333,8.69105652630786,0.10964974263469979,0.053427979321395015,0.13268096555899078,1.4823447625680584,-0.14557828829104463,0.22543367695016756
152,5.066666666666666,8.656583301580861,0.06562148499192166,0.02589855788774651,-0.011710329533240882,1.3772946943243405,-0.001645842430447191,0.06667848159359925
