frame_idx,timestamp_sec,acc_x,acc_y,acc_z
33,1.1,9.423581800020468,0.04022195035523816,3.4802144706619647
34,1.1333333333333333,8.861738087933892,0.21547782088407394,2.973599027622082
35,1.1666666666666667,9.228847824635704,0.38898354959010517,2.489143797329944
36,1.2,9.131855458102276,0.5164109809963019,2.1783552799047152
37,1.2333333333333334,8.269041592227394,0.3250794578107671,2.612206409437559
38,1.2666666666666666,8.146468495438482,0.156223435992513,3.004322382254915
39,1.3,8.81832300736649,0.5152316693175711,2.080084662796766
40,1.3333333333333333,8.735821929805086,0.5210500343921609,1.2056145141551178
41,1.3666666666666667,8.619126319885254,0.4131907083075507,1.0570574793989456
42,1.4,8.705317192817354,0.3915850468158398,1.5259034597168508
43,1.4333333333333333,8.97763113129942,0.2341460275790567,1.7314590496816504
44,1.4666666666666666,9.232159609807823,0.2480511183751916,1.57236980755714
45,1.5,9.094136023152316,0.13024573157241745,1.744893511627757
46,1.5333333333333334,9.171843707797088,0.21638931997061286,1.4449597327333608
47,1.5666666666666667,9.373932211978849,0.28345080019795366,1.1518595791264208
48,1.6,9.368245181919795,0.3703031824526198,1.065153755942584
49,1.6333333333333333,9.601474140158624,0.3676916526129047,1.2026143394437658
50,1.6666666666666667,9.88799389950419,0.12166072205722828,1.7246533400109805
51,1.7,10.058381698319955,-0.05062050295450632,2.2614931987741658
52,1.7333333333333334,10.412079445679545,-0.2007819329122651,2.3542432501235675
53,1.7666666666666666,11.332326557119254,-0.6153096348773193,2.1177285449435557
54,1.8,11.157310862409242,-0.45803578037313525,2.455294369141945
55,1.8333333333333333,10.801442274237235,-0.5118255525589267,3.3183617939069574
56,1.8666666666666667,10.32978551538315,-0.8311864346207619,3.9659924960902266
57,1.9,9.648269820499287,-1.0063024914230143,4.495939940641573
58,1.9333333333333333,9.184159589580359,-0.666730796502705,4.52208108139731
59,1.9666666666666666,8.84826052315908,-0.4794314175894192,3.7210047257317895
60,2.0,8.38565002956054,-0.42633297505501033,2.314284647418121
61,2.033333333333333,8.44431739498799,-0.18476850548068036,1.4201766327885723
62,2.066666666666667,8.678337263113834,-0.4901673165198382,1.7724296515995586
63,2.1,9.11519348596642,-0.6665468327693803,2.0264488800131972
64,2.1333333333333333,9.57429856548409,-0.5853254502031827,2.1356279850006104
65,2.1666666666666665,8.88009579605566,-0.6273946065064038,1.5265897507651636
66,2.2,8.674458942612409,-0.6345520876944213,1.1172941163059353
67,2.2333333333333334,8.824708050486509,-0.49467427413159215,1.1879061968971842
68,2.2666666666666666,8.74180063159433,-0.564119560277298,1.5208881750818788
69,2.3,8.702369882425295,-0.4471652716038619,1.348858909201512
70,2.3333333333333335,8.859458309671483,-0.41909910903455877,0.9394391002865646
71,2.3666666666666667,8.860792721848053,-0.4884171485900879,0.9261128471504553
72,2.4,9.087652703725167,-0.4165911162391047,0.6991068720817566
73,2.433333333333333,9.174580574035645,-0.31357939801361906,0.774737814176248
74,2.466666666666667,9.069237028960755,-0.28490968411027073,0.9935933859635464
75,2.5,9.455783824315835,-0.2768570415267559,0.7783353330875236
76,2.533333333333333,9.998675483705757,-0.3106315082781018,0.9215776071476527
77,2.566666666666667,10.180499731859182,-0.4699724708611685,1.7553913969258141
78,2.6,10.960654747592393,-0.4022260449063198,2.288856700884111
79,2.6333333333333333,11.448540956313575,-0.14684423261997748,2.6878901710933163
80,2.6666666666666665,11.106815259287856,-0.37258339913809013,2.627694308399639
81,2.7,11.3529326720777,-0.3933851686424261,1.9278886452728765
82,2.7333333333333334,11.587140845389687,-0.18887624277633858,2.0044760377518465
83,2.7666666666666666,10.051429901673622,-0.13282113388017458,3.2737851161992233
84,2.8,9.16464885170486,-0.18869920902878887,3.5785338402438667
85,2.8333333333333335,9.399022533467726,-0.0057705386647251885,3.4494924283983486
86,2.8666666666666667,8.987711540629995,-0.027993937501923513,3.019399549689728
87,2.9,8.926949381139686,0.06566819031268528,2.011137275845223
88,2.933333333333333,9.354410676059995,0.42456936830956604,1.1247443181847114
89,2.966666666666667,9.2967997874107,0.5955862262117082,1.2536485443236431
90,3.0,8.773093809985461,0.4342721508209806,2.0118639814251567
91,3.033333333333333,8.509823098951168,0.16561489560881607,2.4865219079267398
92,3.066666666666667,8.441069573856808,0.35020387116778223,2.3412345473667164
93,3.1,7.921389202145788,0.29824897211225015,1.7429819766512147
94,3.1333333333333333,8.119791033537776,0.20297436547903203,0.9143247735592879
95,3.1666666666666665,9.4048794217603,0.34225659531682695,0.3058880827509258
96,3.2,9.178839368771177,0.3554068019893456,0.6533483715867465
97,3.2333333333333334,8.815641751282365,0.28053655147494133,1.59843122002754
98,3.2666666666666666,9.112528185489694,0.3716987432274139,2.2056544043885653
99,3.3,9.238671490046212,0.32266476218571266,1.804122685207707
100,3.3333333333333335,9.366378219401474,0.3567347812468486,1.18779508725349
101,3.3666666666666667,9.617866428868828,0.461998298752607,0.8118271554495301
102,3.4,9.473303929420462,0.3690754027000962,1.1963641175972144
103,3.433333333333333,9.867302047412515,0.29037364389641435,1.4410643478541976
104,3.466666666666667,10.08038742429077,0.24819899930445655,1.3149484707598957
105,3.5,9.851342593692287,0.15003719611502997,1.5195192324966464
106,3.533333333333333,9.950300036438152,-0.052672698340589526,1.7142484188079834
107,3.566666666666667,10.241744002656784,-0.13632152989194404,1.5374915839997394
108,3.6,10.477394250089617,-0.32855806097820617,1.6221633862667288
109,3.6333333333333333,11.109095500360405,-0.20749756774093162,1.9504760484493768
110,3.6666666666666665,10.686735217953046,0.037325004110155324,2.000815783462437
111,3.7,9.852141155656794,0.016759504655924268,2.2098470557624017
112,3.7333333333333334,9.723650844288699,-0.1393950679110364,2.4431499398038565
113,3.7666666666666666,9.758530008773159,-0.40246205949961344,2.6131669599249516
114,3.8,9.575439392786262,-0.48431297151260216,2.754015926317558
115,3.8333333333333335,9.077748996829524,-0.3107145069470205,2.580417785886147
116,3.8666666666666667,8.835254592296705,-0.25502685083365945,2.3219621353530107
117,3.9,8.706686953199007,-0.22847468580675026,1.9933461252740043
118,3.933333333333333,8.56861343188696,-0.34345058701243364,1.8438171762771494
119,3.966666666666667,8.909619871802155,-0.38732824325918797,1.5610204630340907
120,4.0,9.1510072429405,-0.5421941519030619,1.6648911860064113
121,4.033333333333333,9.126695563700459,-0.6639914410007283,1.6887099512109032
122,4.066666666666666,9.776736607540428,-0.6934319925454622,1.7027799967727346
123,4.1,9.762187269935822,-0.7093674360138492,1.6362660720343507
124,4.133333333333334,9.353348105180313,-0.7533755588715938,1.4631232347250667
125,4.166666666666667,9.35973205737423,-0.7501835496594804,1.4538504459023274
126,4.2,9.097230758565196,-0.5915523358445627,1.4726185297922485
127,4.233333333333333,8.708508539689104,-0.7088013493862949,1.2220483056776905
128,4.266666666666667,9.226568143650903,-0.6028834119305815,0.9015884705134867
129,4.3,9.352284384689607,-0.5033144483187584,0.836374270817299
130,4.333333333333333,9.285884120320386,-0.46223911630475023,0.8872367855033994
131,4.366666666666666,9.34868276058839,-0.472210417305334,1.0475553323115467
132,4.4,9.468383903138648,-0.37486351722242456,1.3387003996325944
133,4.433333333333334,9.440433250545919,-0.35370311558129797,1.5925590969919263
134,4.466666666666667,9.817023286031228,-0.3323382474404912,1.322513009487336
135,4.5,10.302433222609885,-0.3234012115280648,0.9260041060890372
136,4.533333333333333,10.778570713719548,-0.22223205994232845,1.0937175225560887
137,4.566666666666666,11.177122226775772,-0.10622579883083397,1.418907740265773
138,4.6,11.042058953265983,-0.31056175120317797,1.9861605133488018
139,4.633333333333334,10.664661878579714,-0.03700742333959672,2.413709987814331
140,4.666666666666667,10.061048678978443,0.2934433063653997,2.512192879274205
141,4.7,9.651506407803744,0.31986567487438394,2.545515216679449
142,4.733333333333333,9.53285473338006,0.24654233789539842,2.7188248520555467
143,4.766666666666667,8.99394331537998,-0.055478948848934756,3.3639903616806808
144,4.8,8.854125467071011,0.013627621576262725,3.0126441706216442
145,4.833333333333333,9.19219723251619,0.2637759424776163,2.0813599388985806
146,4.866666666666666,8.940808580998805,0.26323944630729335,1.441923480427251
147,4.9,8.881529109690785,0.2489963582045609,1.0840947308870406
148,4.933333333333334,9.209697043756526,0.11001109326548056,1.478014375552819
149,4.966666666666667,8.946334902144642,-0.0606519837820924,2.1803174187037544
150,5.0,8.75462083326331,0.015960836925438662,2.1462700108632875
151,5.033333333333333,8.744851876471193,0.20455084665419157,1.357452180255755
152,5.066666666666666,8.680180019989788,0.0321237323332047,1.4211556627871302
